id,name,description,xrefs,parents
CL_0000137,osteocyte,"A mature osteoblast that has become embedded in the bone matrix. They occupy a small cavity, called lacuna, in the matrix and are connected to adjacent osteocytes via protoplasmic projections called canaliculi.",BTO:0002038|CALOHA:TS-1167|FMA:66779|VSAO:0000124,BFO:0000050 some UBERON:0002481|CARO:0000000|CL:0001035|RO:0002202 some CL:0001040
CL_0000138,chondrocyte,"Skeletogenic cell that is terminally differentiated, secretes an avascular, GAG-rich matrix, is embedded in cartilage tissue matrix, retains the ability to divide, and develops from a chondroblast cell.",BTO:0000249|CALOHA:TS-0138|FMA:66782,CL:0000153|CL:0000667|RO:0001025 some UBERON:0002418|RO:0002202 some CL:0000058
CL_0000139,,,,
CL_0000140,odontocyte,"Skeletogenic cell that secretes dentine matrix, is derived from odontogenic papilla. Embedded in dentine tissue, and is the transformation of a non-terminally differentiated odontoblast cell.",,BFO:0000040|CARO:0000000|CL:0002320|RO:0002202 some CL:0000060|RO:0002202 some CL:0000134|RO:0003000 some UBERON:0001751
CL_0000141,cementocyte,"An osteocytelike cell with numerous processes, trapped in a lacuna in the cement of the tooth.",FMA:63003,BFO:0000050 some UBERON:0005176|CL:0000137|RO:0002202 some CL:0000061
CL_0000142,hyalocyte,A cell occurring in the peripheral part of the vitreous body of the eye that may be responsible for production of hyaluronic acid and collagen.,BTO:0004271|FMA:70620,CL:0000499
CL_0000143,guidepost cell,,,CL:0000130
CL_0000145,professional antigen presenting cell,A cell capable of processing and presenting lipid and protein antigens to T cells in order to initiate an immune response.,,CL:0000738|RO:0002215 some GO:0002504
CL_0000146,simple columnar epithelial cell,,,CL:0000075
CL_0000147,pigment cell,A pigment cell is a cell that contains pigment granules.,VHOG:0001678,CL:0000325
CL_0000148,melanocyte,"A pigment cell derived from the neural crest. Contains melanin-filled pigment granules, which gives a brown to black appearance.",BTO:0000847|CALOHA:TS-0613|FMA:70545|MESH:D008544|VHOG:0001679,BFO:0000051 some GO:0042470|CARO:0000000|CL:0000147|CL:0002371|RO:0002202 some CL:0000541
CL_0000149,visual pigment cell,,,CL:0000147
CL_0000150,glandular epithelial cell,A specialized epithelial cell that is capable of synthesizing and secreting certain biomolecules.,CALOHA:TS-2085|FMA:86494,BFO:0000050 some UBERON:0006799|CL:0000066|CL:0000151|CL:0002371
CL_0000151,secretory cell,A cell that specializes in controlled release of one or more substances.,BTO:0003659|FMA:86916,BFO:0000040|CL:0000003|RO:0002215 some GO:0032940
CL_0000152,exocrine cell,A cell of an exocrine gland; i.e. a gland that discharges its secretion via a duct.,FMA:16014,BFO:0000050 some UBERON:0002365|CL:0000151
CL_0000153,glycosaminoglycan secreting cell,A cell that secretes glycosaminoglycans.,,CL:0000327|CL:0000447
CL_0000154,protein secreting cell,,,CL:0000151|RO:0002215 some GO:0009306
CL_0000155,peptic cell,"A cell that is usually basal in position, cuboidal with round nucleus, short microvilli, secretes pepsinogen.",FMA:62902,CL:0000154|CL:0002659
CL_0000157,surfactant secreting cell,A cell that specializes in secretion of surfactant in the alveoli of the lung.,,CL:0000151|RO:0002215 some GO:0043129
CL_0000158,club cell,Epithelial progenitor cell of the lung. Club cells are dome-shaped with short microvilli but no cilia. They function to protect the bronchiolar epithelium. Club cells also multiply and differentiate into ciliated cells to regenerate the bronchiolar epithelium.,BTO:0004811|FMA:14119,CARO:0000006|CL:0000157|CL:0002328|RO:0000053 some PATO:0001789|RO:0002104 some GO:0005902
CL_0000159,seromucus secreting cell,,,CL:0000151
CL_0000160,goblet cell,A cell of the epithelial lining that produce and secrete mucins.,BTO:0001540|FMA:13148|http://en.wikipedia.org/wiki/Goblet_cell,CL:0000150|CL:0000319
CL_0000161,acid secreting cell,,,CL:0000151|RO:0002215 some GO:0046717
CL_0000162,parietal cell,"A large, oval stomach epithelial cell with a central nucleus; source of gastric acid. Secretes HCl.",BTO:0001780|FMA:62901,CL:0000161|CL:0002659
CL_0000163,endocrine cell,"A cell of an endocrine gland, ductless glands that secrete substances which are released directly into the circulation and which influence metabolism and other body functions.",FMA:83809,BFO:0000050 some UBERON:0002368|CL:0000151|RO:0002215 some GO:0060986
CL_0000164,enteroendocrine cell,An endocrine cell that is located in the epithelium of the gastrointestinal tract or in the pancreas.,BTO:0003865|FMA:62930|MESH:D019858,CL:0000150|CL:0000163
CL_0000165,neuroendocrine cell,An endocrine cell that has the specialized function to produce and secrete hormones in response to neuronal signals.,BTO:0002691|FMA:83810,CL:0000163|CL:0000393|CL:0000710
CL_0000166,chromaffin cell,"A cell that stores epinephrine secretory vesicles. During times of stress, the nervous system signals the vesicles to secrete their hormonal content. Their name derives from their ability to stain a brownish color with chromic salts. Characteristically, they are located in the adrenal medulla and paraganglia of the sympathetic nervous system.",BTO:0000259|FMA:69263,CL:0000568|RO:0002202 some CL:0000333
CL_0000167,peptide hormone secreting cell,,,CL:0000151|RO:0002215 some GO:0030072
CL_0000168,insulin secreting cell,,BTO:0000783,CL:0000154|CL:0000167|RO:0002215 some GO:0030073
CL_0000169,type B pancreatic cell,A cell that secretes insulin and is located towards the center of the islets of Langerhans.,BTO:0000783|EV:0200009|FMA:70586|MA:0002419|ncithesaurus:Beta_Cell,BFO:0000050 some UBERON:0000006|CL:0000083|CL:0000164|CL:0000168|CL:0008024|RO:0002202 some CL:0002351
CL_0000170,glucagon secreting cell,A cell that secretes glucagon.,FMA:84045,CL:0000167|RO:0002215 some GO:0070091
CL_0000171,pancreatic A cell,A type of enteocrine cell found in the periphery of the islets of Langerhans that secretes glucagon.,BTO:0000990|FMA:70585|MESH:D050416,BFO:0000050 some UBERON:0000006|CL:0000083|CL:0002067|CL:0008024|RO:0002202 some CL:0002351
CL_0000172,somatostatin secreting cell,,,CL:0000167|RO:0002215 some GO:0070253
CL_0000173,pancreatic D cell,A D cell located in the pancreas. Peripherally placed within the islets like type A cells; contains somatostatin.,BTO:0000803|FMA:70587,BFO:0000050 some UBERON:0000006|CL:0000083|CL:0000502|CL:0008024|RO:0002202 some CL:0002351
CL_0000174,steroid hormone secreting cell,,,CL:0000163|RO:0002215 some GO:0035929
CL_0000175,luteal cell,A progesterone secreting cell in the corpus luteum. The large luteal cells develop from the granulosa cells. The small luteal cells develop from the theca cells.,BTO:0003939|FMA:18688,BFO:0000050 some UBERON:0002512|CL:0000179|CL:0002132
CL_0000176,ecdysteroid secreting cell,,,CL:0000174|RO:0002215 some GO:0045457
CL_0000177,testosterone secreting cell,,,CL:0000151|RO:0002215 some GO:0035936
CL_0000178,Leydig cell,"A Leydig cell is a testosterone-secreting cell in the interstitial area, between the seminiferous tubules, in the testis.",BTO:0000755|CALOHA:TS-1150|EMAPA:29655|FMA:72297|MESH:D007985,BFO:0000050 some UBERON:0005212|CARO:0000000|CL:0000177|CL:4030031|RO:0002202 some CL:0009091
CL_0000179,progesterone secreting cell,,,CL:0000174|RO:0002215 some GO:0042701
CL_0000180,estradiol secreting cell,A steroid hormone secreting cell that secretes estradiol.,,CL:0000174|RO:0002215 some GO:0035938
CL_0000182,hepatocyte,"The main structural component of the liver. They are specialized epithelial cells that are organized into interconnected plates called lobules. Majority of cell population of liver, polygonal in shape, arranged in plates or trabeculae between sinusoids; may have single nucleus or binucleated.",BTO:0000575|CALOHA:TS-0454|FMA:14515,BFO:0000040|BFO:0000050 some UBERON:0002107|CARO:0000000|CL:0000066|CL:0000417|CL:0002371|RO:0002202 some CL:0005026|RO:0002215 some GO:0006699|RO:0002215 some GO:0098754
CL_0000183,contractile cell,A cell whose primary function is to shorten.,,CL:0000003
CL_0000184,,,,
CL_0000185,myoepithelial cell,"Contractile cells resembling smooth muscle cells that are present in glands, notably the mammary gland, and aid in secretion. This cell has long weaving dendritic processes containing myofilament.",BTO:0002309|CALOHA:TS-2379|FMA:67799,CL:0000075|CL:0000183|CL:0002078
CL_0000186,myofibroblast cell,An animal cell that has characteristics of both a fibroblast cell and a smooth muscle cell.,,CL:0000183|CL:0000548|CL:0002371
CL_0000187,muscle cell,"A mature contractile cell, commonly known as a myocyte. This cell has as part of its cytoplasm myofibrils organized in various patterns.",BTO:0000888|BTO:0000902|CALOHA:TS-2032|FBbt:00005074|FMA:67328|WBbt:0003675,CARO:0000000|CL:0000183|CL:0000393|CL:0000548|CL:0002371|RO:0002202 some CL:0000056
CL_0000188,cell of skeletal muscle,A somatic cell located in skeletal muscle.,BTO:0004392|CALOHA:TS-2158|FMA:9727,BFO:0000004|BFO:0000050 some UBERON:0001134|CL:0002371
CL_0000189,slow muscle cell,A muscle cell that develops tension more slowly than a fast-twitch fiber.,FMA:84448,CL:0008046|RO:0002202 some CL:0000857
CL_0000190,fast muscle cell,A muscle cell that can develop high tension rapidly. It is usually innervated by a single alpha neuron.,,CL:0008046|RO:0002202 some CL:0000858
CL_0000191,,,,
CL_0000192,smooth muscle cell,"A non-striated, elongated, spindle-shaped cell found lining the digestive tract, uterus, and blood vessels. They develop from specialized myoblasts (smooth muscle myoblast).",BTO:0004576|CALOHA:TS-2159|FMA:14072,CL:0008000|CL:0008007|RO:0002202 some CL:0000514
CL_0000193,cardiac muscle cell (sensu Arthopoda),A striated muscle cell of an arthropod heart that participates in heart contraction.,,CL:0000746|RO:0002202 some CL:0000465
CL_0000196,flight muscle cell,,,CL:0008003
CL_0000197,sensory receptor cell,A cell that is capable of detection of a stimulus involved in sensory perception.,MESH:D011984,BFO:0000040|BFO:0000050 some UBERON:0001032|CL:0000003|RO:0002215 some GO:0050906
CL_0000198,pain receptor cell,"The peripheral receptor for pain. Includes receptors which are sensitive to painful mechanical stimuli, extreme heat or cold, and chemical stimuli. All mammalian nociceptors are free nerve endings.",,CL:0000006
CL_0000199,mechanoreceptor cell,A cell specialized to transduce mechanical stimuli and relay that information centrally in the nervous system.,,CL:0000101|RO:0002215 some GO:0050974
CL_0000200,touch receptor cell,,,CL:0000199|RO:0002215 some GO:0050976
CL_0000201,,,,
CL_0000202,auditory hair cell,A mechanoreceptor cell of the auditory or vestibular system that is sensitive to auditory stimuli. The accessory sensory structures are arranged so that appropriate stimuli cause movement of the hair-like projections (stereocilia and kinocilia) which relay the information centrally in the nervous system.,FMA:62364,CL:0000855|RO:0002215 some GO:0050910
CL_0000203,gravity sensitive cell,,,CL:0000006|CL:0000199|RO:0002215 some GO:0070999
CL_0000204,acceleration receptive cell,,,CL:0000006
CL_0000205,thermoreceptor cell,A cellular receptor which mediates the sense of temperature. Thermoreceptor cells in vertebrates are mostly located under the skin. In mammals there are separate types of thermoreceptors for cold and for warmth and pain receptor cells which detect cold or heat extreme enough to cause pain.,,CL:0000006|RO:0002215 some GO:0050960
CL_0000206,chemoreceptor cell,"A cell specialized to detect chemical substances and relay that information centrally in the nervous system. Chemoreceptors may monitor external stimuli, as in taste and olfaction, or internal stimuli, such as the concentrations of oxygen and carbon dioxide in the blood.",,CL:0000101|RO:0002215 some GO:0050907
CL_0000207,olfactory receptor cell,,BTO:0004185|FMA:67860|MESH:D018034|Wikipedia:Olfactory_receptor_neuron,BFO:0000050 some UBERON:0005725|CL:0000006|CL:0000206|RO:0002215 some GO:0050911
CL_0000208,pH receptor cell,,,CL:0000206
CL_0000209,taste receptor cell,A cell type found in the spherical or ovoid clusters of receptor cells found mainly in the epithelium of the tongue and constituting the end organs of the sense of taste.,FMA:67910,BFO:0000050 some UBERON:0002025|CL:0000006|CL:0000098|CL:0000206|CL:0000362|CL:0002076|RO:0002215 some GO:0050912
CL_0000210,photoreceptor cell,A cell specialized to detect and transduce light.,BTO:0001060|CALOHA:TS-0868|FMA:86740,CL:0000006|RO:0002215 some GO:0050962
CL_0000211,electrically active cell,A cell whose function is determined by the generation or the reception of an electric signal.,,CL:0000003
CL_0000212,absorptive cell,A cell that takes up and metabolizes substances.,,CL:0000003
CL_0000213,lining cell,A cell within an epithelial cell sheet whose main function is to act as an internal or external covering for a tissue or an organism.,,CL:0000215
CL_0000214,synovial cell,A cell located in the synovial joint.,CALOHA:TS-0995,BFO:0000050 some UBERON:0002217|CL:0000213|CL:0002078
CL_0000215,barrier cell,A cell whose primary function is to prevent the transport of stuff across compartments.,,CL:0000003
CL_0000216,Sertoli cell,A supporting cell projecting inward from the basement membrane of seminiferous tubules. They surround and nourish the developing male germ cells and secrete androgen binding protein. Their tight junctions with the spermatogonia and spermatocytes provide a blood-testis barrier.,BTO:0001238|CALOHA:TS-0922|FMA:72298|VHOG:0001348,CL:0000511|CL:0000630|CL:0002625
CL_0000217,insulating cell,,,CL:0000215
CL_0000218,myelinating Schwann cell,A neuroglial cell of the peripheral nervous system which forms the insulating myelin sheaths of peripheral axons.,CALOHA:TS-0898|FMA:62121,CL:0000217|CL:0002573|CL:4023154|RO:0002202 some CL:0002377
CL_0000219,motile cell,A cell that moves by its own activities.,,BFO:0000040|CL:0000003|RO:0002215 some GO:0048870
CL_0000221,ectodermal cell,A cell of the outer of the three germ layers of the embryo.,FMA:72549,BFO:0000004|BFO:0000050 some UBERON:0000924|CL:0002321
CL_0000222,mesodermal cell,A cell of the middle germ layer of the embryo.,FMA:72554,BFO:0000004|BFO:0000050 some UBERON:0000926|CL:0002321
CL_0000223,endodermal cell,A cell of the inner of the three germ layers of the embryo.,FMA:72555,BFO:0000004|BFO:0000050 some UBERON:0000925|CL:0002321
CL_0000225,anucleate cell,A cell that lacks a nucleus.,FMA:68647,CL:0000003|RO:0000053 some PATO:0001405
CL_0000226,single nucleate cell,A cell with a single nucleus.,,CL:0002242|RO:0000053 some PATO:0001407
CL_0000227,binucleate cell,,,CL:0000228|RO:0000053 some PATO:0001406
CL_0000228,multinucleate cell,A cell with more than one nucleus.,AEO:0000203|WBbt:0008074,CL:0002242|RO:0000053 some PATO:0001908
CL_0000232,erythrocyte,"A red blood cell. In mammals, mature erythrocytes are biconcave disks containing hemoglobin whose function is to transport oxygen.",BTO:0000424|CALOHA:TS-0290|FMA:81100,CL:0000081|CL:0000329|CL:0000764|RO:0000053 some PATO:0002039|RO:0002202 some CL:0000558|obo:cl#lacks_part some GO:0005840|obo:cl#lacks_plasma_membrane_part some PR:000001945
