id,name,description,xrefs
0000343,visual pigment cell (sensu Vertebrata),A pigment cell that is capable of detecting light stimulus that is involved in visual perception.,FMA:63846
0000345,dental papilla cell,A mesenchymal cell that is part of a small mass of condensed mesenchyme in the enamel organ; it differentiates into the dentin and dental pulp.,
0000346,hair follicle dermal papilla cell,"A specialized mesenchymal cell that resides in the dermal papilla located at the bottom of hair follicles. This cell plays a pivotal roles in hair formation, growth, and cycling.",
0000347,scleral cell,A cell of the sclera of the eye.,
0000348,choroidal cell of the eye,A cell of the choroid of the eye.,
0000351,trophoblast cell,"A cell lining the outside of the blastocyst. After binding to the endometrium, trophoblast cells develop into two distinct layers, an inner layer of mononuclear cytotrophoblast cells and an outer layer of continuous multinuclear cytoplasm, the syncytiotrophoblast cells, which form the early fetal-maternal interface.",FMA:83028
0000352,epiblast cell,A cell of the outer layer of a blastula that gives rise to the ectoderm after gastrulation.,
0000353,blastoderm cell,An undifferentiated cell produced by early cleavages of the fertilized egg (zygote).,BTO:0001473|FMA:72551
0000355,multi-potent skeletal muscle stem cell,"A multifate stem cell found in skeletal muscle than can differentiate into many different cell types, including muscle. Distinct cell type from satellite cell.",FMA:86767
0000358,sphincter associated smooth muscle cell,A smooth muscle cell that is part of a sphincter. A sphincter is a typically circular muscle that normally maintains constriction of a natural body passage or orifice and which relaxes as required by normal physiological functioning.,
0000359,vascular associated smooth muscle cell,A smooth muscle cell associated with the vasculature.,
0000360,morula cell,"A cell of the early embryo at the developmental stage in which the blastomeres, resulting from repeated mitotic divisions of the fertilized ovum (zygote), form a compact cell mass.",
0000361,gastrula cell,"A cell of the embryo in the early stage following the blastula, characterized by morphogenetic cell movements, cell differentiation, and the formation of the three germ layers.",
0000362,epidermal cell,An epithelial cell of the integument (the outer layer of an organism).,BTO:0001470|CALOHA:TS-0283|FMA:62411|MESH:D000078404
0000365,animal zygote,Diploid cell produced by the fusion of sperm cell nucleus and egg cell.,BTO:0000854|EHDAA2:0004546|FMA:72395
0000371,protoplast,The cell protoplasm after removal of the cell wall.,MESH:D011523
0000372,tormogen cell,An epidermal cell that is part of a cell cluster organ of the insect integument (such as a sensillum) and that secretes a cuticular specialization that forms a socket around the base of a cuticular specialization produced by a trichogen cell.,FBbt:00005171
0000374,trichogen cell,"An epidermal cell that is part of a cell cluster organ of the insect integument (such as a sensillum) and that secretes a cuticular specialization, often in the form of a hair, bristle, peg or scale. The base of this specialization is often surrounded by a socket produced by a closely associated tormogen cell.",BTO:0004744|FBbt:00005169
0000380,thecogen cell,The support cell that makes the thecogen dendritic cap - a cuticle-like matrix around the tip of the eo-dendrite and which encloses the soma of the eo-neuron.,
0000388,tendon cell,An elongated fibrocyte that is part of a tendon. The cytoplasm is stretched between the collagen fibres of the tendon. They have a central cell nucleus with a prominent nucleolus. Tendon cells have a well-developed rough endoplasmic reticulum and they are responsible for synthesis and turnover of tendon fibres and ground substance.,
0000391,podocyte (sensu Diptera),An insect immune cell that develops from plasmatocyte.,
0000393,electrically responsive cell,A cell whose function is determined by its response to an electric signal.,
0000404,electrically signaling cell,A cell that initiates an electrical signal and passes that signal to another cell.,
0000411,Caenorhabditis hypodermal cell,An epithelial cell of the hypodermis of Caenorhabditis.,WBbt:0007846
0000412,polyploid cell,"A cell whose nucleus, or nuclei, each contain more than two haploid genomes.",
0000413,haploid cell,A cell whose nucleus contains a single haploid genome.,
0000415,diploid cell,A cell whose nucleus has two haploid genomes.,FMA:72300
0000418,arcade cell,"An epithelial cell found in C. elegans that firmly hold the outer body wall and the lips to the inner cylinder of the pharynx in a manner that keeps these organs from breaking apart, while still giving each organ freedom of movement during feeding.",WBbt:0005793
0000419,seam cell,An epithelial fate stem cell found in flatworms.,BTO:0003039
0000421,coelomocyte,"A free floating cell, including amebocytes and eleocytes, in the coelom of certain animals, especially annelids.",BTO:0002856|WBbt:0005751
0000422,mitogenic signaling cell,A cell whose primary function is to cause growth by stimulating cell division in its immediate cellular environment.,
0000424,excretory cell,"A cell involved in the elimination of metabolic and foreign toxins, and in maintaining the ionic, acid-base and water balance of biological fluids.",WBbt:0005812
0000425,pore cell,Forms the terminal part of the cuticle-lined excretory duct of C. elegans.,
0000427,GLR cell,"A scaffolding cell type found in C. elegans, this cell plays a supportive role to the muscle arms. May also have an endocrine role.",
0000430,xanthophore cell,A pigment cell derived from the neural crest. Contains cartenoid pigments in structures called pterinosomes or xanthosomes. This gives an appearance ranging from a golden yellow to orange and red.,
0000431,iridophore,"A pigment cell derived from the neural crest. The cell contains flat light-reflecting platelets, probably of guanine, in stacks called reflecting platets or iridisomes. The color-generating components produce a silver, gold, or iridescent color.",
0000432,reticular cell,"A fibroblast that synthesizes collagen and uses it to produce reticular fibers, thus providing structural support. Reticular cells are found in many organs, including the spleen, lymph nodes and kidneys. Subtypes of reticular cells include epithelial, mesenchymal, and fibroblastic reticular cells. Fibroblastic reticular cells are involved in directing B cells and T cells to specific regions within a tissue, whereas epithelial and mesenchymal reticular cells are associated with certain areas of the brain.",FMA:62877
0000434,eccrine cell,A secretory cell that discharges its product without loss of cytoplasm.,
0000437,gonadtroph,A rounded cell that is usually situated next to sinusoids; secretes follicular stimulating hormone (FSH) and luteinizing hormone (LH).,BTO:0002482|FMA:83100
0000438,luteinizing hormone secreting cell,A peptide hormone secreting cell pituitary that produces luteinizing hormone.,
0000439,prolactin secreting cell,A peptide hormone cell that secretes prolactin.,
0000440,melanocyte stimulating hormone secreting cell,A cell of the intermediate pituitary that produces melanocyte stimulating hormone.,BTO:0002277
0000442,follicular dendritic cell,"A cell with extensive dendritic processes found in the B cell areas (primary follicles and germinal centers) of lymphoid tissue. They are unrelated to the dendritic cell associated with T cells. Follicular dendritic cells have Fc receptors and C3b receptors, but unlike other dendritic cells, they do not process or present antigen in a way that allows recognition by T cells. Instead, they hold antigen in the form of immune complexes on their surfaces for long periods and can present antigen to B cells during an immune response.",BTO:0004267|FMA:83037|MESH:D020566
0000444,obliquely striated muscle cell,"A muscle cell in which the fibers are organised into sarcomeres but in which adjacent myofibrils are offset from each other, producing an oblique banding pattern.",
0000446,chief cell of parathyroid gland,"An epithelial cell of the parathyroid gland that is arranged in wide, irregular interconnecting columns; responsible for the synthesis and secretion of parathyroid hormone.",BTO:0004712|CALOHA:TS-2140|FMA:69078
0000448,white fat cell,Fat cells with light coloration and few mitochondria. They contain a scant ring of cytoplasm surrounding a single large lipid droplet or vacuole.,CALOHA:TS-1119|FMA:83434
0000449,brown fat cell,"A cell from the thermogenic form of adipose tissue found in many species,  particularly in newborns and hibernating mammals, but also in lesser amounts in adults of other mammals including humans. Brown fat is capable of rapid liberation of energy and seems to be important in the maintenance of body temperature immediately after birth and upon waking from hibernation.",CALOHA:TS-0099|FMA:83435
0000451,dendritic cell,"A cell of hematopoietic origin, typically resident in particular tissues, specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation. These cells are lineage negative (CD3-negative, CD19-negative, CD34-negative, and CD56-negative).",BTO:0002042|CALOHA:TS-0194|FMA:83036|MESH:D003713
0000453,Langerhans cell,"Langerhans cell is a conventional dendritic cell that has plasma membrane part CD207. A Langerhans cell is a stellate dendritic cell of myeloid origin, that appears clear on light microscopy and has a dark-staining, indented nucleus and characteristic inclusions (Birbeck granules) in the cytoplasm; Langerhans cells are found principally in the stratum spinosum of the epidermis, but they also occur in other stratified epithelia and have been identified in the lung, lymph nodes, spleen, and thymus.",BTO:0000705|CALOHA:TS-2375|FMA:63072|MESH:D007801
0000454,epinephrine secreting cell,"A cell capable of producing epinephrine. Epiniphrine is synthesized from norepiniphrine by the actions of the phenylethanolamine N-methyltransferase enzyme, which is expressed in the adrenal glands, androgenic neurons, and in other cell types.",
0000458,serotonin secreting cell,A cell type that secretes 5-Hydroxytryptamine (serotonin).,
0000459,noradrenergic cell,"A cell capable of producting norepiniphrine. Norepiniphrine is a catecholamine with multiple roles including as a hormone and a neurotransmitter. In addition, epiniphrine is synthesized from norepiniphrine by the actions of the phenylethanolamine N-methyltransferase enzyme.",
