id,name,description,xrefs
CL_2000041,dermis microvascular lymphatic vessel endothelial cell,Any dermis lymphatic vessel endothelial cell that is part of a microvascular endothelium.,
CL_2000042,embryonic fibroblast,Any fibroblast that is part of a embryo.,
CL_2000044,brain microvascular endothelial cell,Any microvascular endothelial cell that is part of a brain.,
CL_2000046,ventricular cardiac muscle cell,Any cardiac muscle cell that is part of a cardiac ventricle.,
CL_2000048,anterior horn motor neuron,An lower motor neuron whose soma is located in one of the ventral horns of the spinal cord and innervates skeletal muscles of the trunk or head.,NCIT:C12645
CL_2000049,primary motor cortex pyramidal cell,Any pyramidal cell that is part of a primary motor cortex.,
CL_2000051,splenic fibroblast,Any fibroblast that is part of a spleen.,
CL_2000055,liver dendritic cell,Any dendritic cell that is part of a liver.,
CL_2000060,placental villous trophoblast,A trophoblast of placental villi.  These cells fuse to form synctial  trophoplast - the placental side of the interface between the placenta and maternal blood sinusoids in the decidua.,BTO:0006119|BTO:0006208
CL_2000061,placental amniotic mesenchymal stromal cell,Any mesenchymal stem cell that is part of a placenta.,
CL_2000063,ovarian fibroblast,Any fibroblast that is part of a female gonad.,
CL_2000064,ovarian surface epithelial cell,Any epithelial cell that is part of a female gonad.,
CL_2000065,ovarian microvascular endothelial cell,Any microvascular endothelial cell that is part of a female urethra.,
CL_2000067,cardiac atrium fibroblast,Any fibroblast that is part of a cardiac atrium.,
CL_2000069,gallbladder fibroblast,Any fibroblast that is part of a gallbladder.,
CL_2000071,mammary microvascular endothelial cell,Any microvascular endothelial cell that is part of a breast.,
CL_2000072,adipose microvascular endothelial cell,Any microvascular endothelial cell that is part of a adipose tissue.,
CL_2000073,migratory cardiac neural crest cell,Any migratory neural crest cell that is part of a cardiac neural crest.,
CL_2000075,anterior visceral endoderm cell,Any endodermal cell that is part of a anterior visceral endoderm.,
CL_2000076,hindlimb stylopod vein endothelial cell,Any vein endothelial cell that is part of a hindlimb stylopod.,
CL_2000077,skeletal muscle tissue of pectoralis major striated muscle cell,Any striated muscle cell that is part of a skeletal muscle tissue of pectoralis major.,
CL_2000079,mesenchymal stem cell of femoral bone marrow,Any mesenchymal stem cell of the bone marrow that is part of a femur.,
CL_2000080,mesenchymal stem cell of abdominal adipose tissue,Any mesenchymal stem cell of adipose tissue that is part of an abdomen.,
CL_2000083,hair follicle dermal papilla cell of scalp,Any hair follicle dermal papilla cell that is part of a scalp.,
CL_2000086,neocortex basket cell,Any basket cell that is part of a neocortex.,
CL_2000087,dentate gyrus of hippocampal formation basket cell,Any basket cell that is part of a dentate gyrus of hippocampal formation.,
CL_2000090,dentate gyrus of hippocampal formation stellate cell,Any stellate cell that is part of a dentate gyrus of hippocampal formation.,
CL_2000091,endometrial microvascular endothelial cell,Any microvascular endothelial cell that is part of a endometrial blood vessel.,
CL_2000094,nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,Any epithelial cell of viscerocranial mucosa that is part of a nasal cavity respiratory epithelium.,
CL_2000095,cord blood hematopoietic stem cell,Any hematopoietic stem cell that is part of a umbilical cord blood.,
CL_2000096,fibroblast of the reticular layer of dermis,Any fibroblast that is part of a reticular layer of dermis.,
CL_3000000,ciliated epithelial cell of esophagus,A ciliated epithelial cell of the esophagus.,
CL_3000002,sympathetic noradrenergic neuron,Sympathetic noradrenergic neuron.,
CL_3000003,sympathetic cholinergic neuron,Sympathetic cholinergic neuron.,
CL_4006001,fibroblast of skin of scalp,A fibroblast that is part of the skin of scalp.,
CL_4023001,static beta motor neuron,A beta motor neuron that innervates nuclear chain fibers.,
CL_4023002,dynamic beta motor neuron,A beta motor neuron that innervates the nuclear bag fibers of muscle spindles.,
CL_4023007,L2/3 bipolar vip GABAergic cortical interneuron (Mmus),"A vip GABAergic cortical interneuron with bipolar morphology, with a soma found in L2/3. L2/3 bipolar vip cells have extending axons across all layers (with preferences for layers II/III and Va) and a dendritic tree that is vertically more restricted than deeper layer vip cells and extend fewer dendrites into the layers outside their home layer (location of soma). L2/3 bipolar vip cells have great variability in firing patterns, though most are continuous adapting. L2/3 bipolar vip cells are more depolarized in their resting state, had less fast rectification, and had smaller after hyperpolarization than deeper vip cells.",
CL_4023009,extratelencephalic-projecting glutamatergic cortical neuron,A glutamatergic neuron located in the cerebral cortex that projects to structures not derived from telencephalon.,ILX:0770101
CL_4023010,alpha7 GABAergic cortical interneuron (Mmus),"A GABAergic cortical interneuron that is strongly labelled for α7 nAChRs. These cells have soma found in L1 and have multipolar dendrites with vertically descending axonal collaterals that project deep into the column, usually branching and terminating in L5A.",
CL_4023011,lamp5 GABAergic cortical interneuron,A GABAergic neuron located in the cerebral cortex that expresses Lamp5,ILX:0770149
CL_4023014,L5 vip cortical GABAergic interneuron (Mmus),"A vip GABAergic cortical interneuron with a soma found in L5. L5 vip cells have mostly local morphology with some deep-projecting axons. They show only moderate resistance, comparable to that of sst subclass and unlike typical Vip subclass cells that tend to show high input resistance. L5 vip cells show particularly low resting membrane potential.",
CL_4023015,sncg GABAergic cortical interneuron,A GABAergic neuron located in the cerebral cortex that expresses Gamma-synuclein,ILX:0770150
CL_4023016,vip GABAergic cortical interneuron,A GABAergic neuron located in the cerebral cortex that expresses vasoactive intestinal polypeptide,ILX:0770151
CL_4023017,sst GABAergic cortical interneuron,A GABAergic neuron located in the cerebral cortex that expresses somatostatin (sst),ILX:0770152
CL_4023019,"L5/6 cck, vip cortical GABAergic interneuron (Mmus)",A vip GABAergic cortical interneuron that expresses cck. L5/6 cck cells have soma found mainly in L5 and L6 and have large axonal arborization.,
CL_4023020,dynamic gamma motor neuron,A gamma motor neuron that innervates dynamic nuclear bag fibers (bag1 fibers) and enhances the sensitivities of Ia sensory neurons. They alter muscle spindle sensitivity and increases its discharge in response to velocity of muscle length (rather than just magnitude).,
CL_4023022,canopy lamp5 GABAergic cortical interneuron (Mmus),"A Lamp5 GABAergic cortical interneuron that has extended axons in the surface of L1. Canopy Lamp5 cells resemble neurogliaform cells in having elongated horizontal axonal arbors largely confined to L1; but the dendritic arbors are wider and have fewer branches, while the axon is less tortuous and extends further from the soma",
CL_4023023,"L5,6 neurogliaform lamp5 GABAergic cortical interneuron (Mmus)","A lamp 5 GABAergic cortical interneuron with neurogliaform morphology with a soma found in L5,6. L5,6 NGC lamp5 have deep afterhyperpolarization (AHP) but narrow action potentials (APs). Unlike other deep neurogliaform cells (which are caudal ganglionic eminence (CGE) derived), L5,6 NGC lamp5 cells are medial ganglionic eminence (MGE)-derived",
CL_4023024,neurogliaform lamp5 GABAergic cortical interneuron (Mmus),"A lamp5 GABAergic cortical interneuron with layer-adapting morphology. NGC lamp5 cells have a small round soma, short dendrites, and a wide dense axonal arbor that tends to establish a dense axonal mesh with high connection probability both to themselves and L2 pyramidal cells. NGC lamp5 cells have unique synaptic properties that distinguish them from other GABAergic interneurons, including the release of GABA to the extracellular space via volume transmission, and the ability to produce GABA-B responses in connected postsynaptic targets.",
CL_4023025,long-range projecting sst GABAergic cortical interneuron (Mmus),"A sst GABAergic cortical interneuron that is both an interneuron and a projecting neuron. They are found in all layers from upper L2/3 down to the bottom of L6. They have long-range projections, some with axons fading into white matter. These cells have low rebound potential, low hyperpolarization sag, and high variability in membrane time constant.",
CL_4023027,L5 T-Martinotti sst GABAergic cortical interneuron (Mmus),"A sst GABAergic cortical interneuron with a soma found in L5 and possesses 'T-shaped' Martinotti morphologies with local axonal plexus in L5a and translaminar axons restricted to the uppermost part of L1. They show low-threshold spiking patterns with strong rebound firing, and inhibit the L1 apical tuft of nearby pyramidal cells.",
CL_4023028,L5 non-Martinotti sst GABAergic cortical interneuron (Mmus),"A sst GABAergic cortical interneuron with a soma found in lower L5 with mostly local axonal arborization but with some sparse ascending axons. L5 non-Martinotti sst cells show somatic localization and local axon plexus in L5b and L5b/6 and substantial innervation of L3 and L4, and receive thalamic input from the ventral posteromedial nucleus and specifically target L4 neurons, avoiding L5 pyramidal cells. L5 non-Martinotti sst cells tend to show a higher input resistance and seem to be less stuttering.",
CL_4023030,L2/3/5 fan Martinotti sst GABAergic cortical interneuron (Mmus),"A sst GABAergic cortical interneuron that has ""fanning-out' Martinotti morphology that is found in layer 2/3/5 of the cerebral cortex. They have local axon arbor and long ascending axons that spreads horizontally and arborizes significantly in L1.",
CL_4023031,L4 sst GABAergic cortical interneuron (Mmus),"A sst GABAergic cortical interneuron with a soma found in lower L2/3 and upper 5, L4 Sst cells have Martinotti morphology with ascending axons but denser local axons and sparser ‘fanning-out’ projections to L1. L4 sst cells have smaller membrane time constant to calb2 (L2/3/5 fan Martinotti Cell) and non-zero afterdepolarization (ADP).",
CL_4023036,chandelier pvalb GABAergic cortical interneuron,"A pvalb GABAergic cortical interneuron that is recognizable by the straight terminal axonal 'cartridges' of vertically oriented strings of synaptic boutons. Chandelier PV cells' boutons target exclusively the axon initial segment (AIS) of pyramidal cells, with a single cell innervating hundreds of pyramidal cells in a clustered manner.",ILX:0107356
CL_4023038,L6b glutamatergic cortical neuron,A glutamatergic neuron with a soma found in cortical layer 6b. They are transcriptomically related to corticothalamic-projecting neurons but have differential projections to the thalamus or anterior cingulate.,ILX:0770163
CL_4023040,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,A intratelencephalic-projecting glutamatergic neuron with a soma found in cortical layers L2/3-6,
CL_4023041,L5 extratelencephalic projecting glutamatergic cortical neuron,"A glutamatergic neuron, with a soma found in the deeper portion of L5, that has long-range axonal projections including deep subcortical targets outside of the telencephalon and, in some cases, the spinal cord. While the L5 ET neuron projections are not limited to ET targets, they are clearly differentiated from the neuron subclasses whose projections are constrained to intratelencephalic (IT) targets.  L5 ET neurons are generally the largest excitatory cortical neurons, typically having a thick apical dendrite with a prominent dendritic tuft in layer 1 and displaying burst-firing physiological characteristics.",
CL_4023043,L5/6 near-projecting glutamatergic neuron of the primary motor cortex,A near-projecting glutamatergic neuron with a soma found in layer 5/6 of the primary motor cortex.,ILX:0770161
CL_4023044,"non-medulla, extratelencephalic-projecting glutamatergic neuron of the primary motor cortex","An extratelencephalic-projecting glutamatergic neuron located in layer 5b of the primary motor cortex that does not project to the medulla. Non-MY ET cells are large, big-tufted cells with the apical dendrite often bifurcating close to the soma, suggesting they are corticospinal cells. Non-MY ET cells have bigger hyperpolarization sag, lower input resistance, and smaller AP width, compared to L5 IT neurons.",
CL_4023045,medulla-projecting glutamatergic neuron of the primary motor cortex,"An extratelencephalic-projecting glutamatergic neuron located in layer 5b of the primary motor cortex that projects to the medulla. MY ET cells are large, big-tufted cells with the apical dendrite often bifurcating close to the soma, suggesting they are corticospinal cells. MY ET cells have bigger hyperpolarization sag, lower input resistance, and smaller AP width, compared to L5 IT neurons.",
CL_4023046,L6b subplate glutamatergic neuron of the primary motor cortex,"An excitatory glutamatergic neuron transcriptomically related to the CT subclass, with a soma preferentially located in the bottom of L6 of the primary motor cortex.",
CL_4023047,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,An intratelencephalic-projecting glutamatergic neuron with a soma found in cortical layer 2/3.,
CL_4023048,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,An intratelencephalic-projecting glutamatergic with a soma located in upper L5 of the primary motor cortex. These cells have thin untufted apical dendrites.,ILX:0770174
CL_4023049,L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,An intratelencephalic-projecting glutamatergic neuron with a soma found in L5 of the primary motor cortex.,ILX:0770157
CL_4023050,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,"An intratelencephalic-projecting glutamatergic neuron with a soma found in L6 of the primary motor cortex. These cells are short untufted pyramidal cells, which could be stellate or inverted.",ILX:0770158
CL_4023052,Betz upper motor neuron,A Betz cell that synapses with lower motor neurons directly.,
CL_4023053,spinal interneuron synapsing Betz cell,A Betz cell that syanpses with spinal interneurons.,
CL_4023055,corticothalamic VAL/VM projecting glutamatergic neuron of the primary motor cortex,"A corticothalamic-projecting glutamatergic neuron that is located in L6 and lower L5 of the primary motor cortex, with a pyramidal morphology and mostly untufted apical dendrites terminating in midcortical layers. CT VAL/VM (ventroanterior-ventrolateral complex/ventromedial nucleus) cells have a near tonic firing pattern and are distinguished from L6 IT neurons by a lower inter-spike interval adaptation index.",
CL_4023056,vascular leptomeningeal cell (Mmus),"A type of mouse mesothelial fibroblast that is derived from the neural crest, is localized on blood vessels, and is a key component of the pia and arachnoid membranes surrounding the brain.",
CL_4023065,meis2 expressing cortical GABAergic cell,A GABAergic cell located in the cerebral cortex that expresses meis2.,
CL_4023066,horizontal pyramidal neuron,A pyramidal neuron which has an apical tree which is oriented parallel to the pia. This is unlike typical pyramidal neurons which have its apical dendrite aligned vertically.,
CL_4023069,medial ganglionic eminence derived GABAergic cortical interneuron,A GABAergic cortical interneuron that develops from the medial ganglionic eminence and has migrated to the cerebral cortex.,
CL_4023070,caudal ganglionic eminence derived GABAergic cortical interneuron,A GABAergic cortical interneuron that develops from the caudal ganglionic eminence and has migrated to the cerebral cortex.,
CL_4023071,L5/6 cck cortical GABAergic interneuron (Mmus),A GABAergic cortical interneuron that expresses cck. L5/6 cck cells have soma found mainly in L5 and L6 and have large axonal arborization.,
CL_4023075,L6 tyrosine hydroxylase sst GABAergic cortical interneuron (Mmus),A sst GABAergic cortical interneuron found in L6 that expresses tyrosine hydroxylase. L6 Th+ SST cells have mostly local axonal arborization within L6.,
CL_4023076,Martinotti neuron,"An interneuron that has Martinotti morphology. These interneurons are scattered throughout various layers of the cerebral cortex, sending their axons up to the cortical layer I where they form axonal arborization.",ILX:0107375|NIFEXT:55
CL_4023080,stellate L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus),a L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex that has stellate pyramidal morphology.,
CL_4023081,inverted L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus),a L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex that has inverted pyramidal morphology.,
CL_4023086,T Martinotti neuron,"A Martinotti neuron that has axons that form a horizontal ramification, making it T-shaped.",
CL_4023087,fan Martinotti neuron,A Martinotti neuron that has axons that form a fan-like plexus.,
CL_4023092,inverted pyramidal neuron,A pyramidal neuron which has an apical tree which is oriented towards the white matter.,
CL_4023093,stellate pyramidal neuron,A pyramidal neuron which lacks a tuft formation but extends small radial distances forming a star-like shape.,
CL_4023094,tufted pyramidal neuron,"A pyramidal neuron which has a distinctive tuft formation, distal from the soma.",
CL_4023095,untufted pyramidal neuron,A pyramidal neuron which lacks a clear tuft formation but extends to large radial distances.,
CL_4023107,reticulospinal neuron,A neuron with soma location in the reticular formation with axons that extend into the spinal cord such. Reticulospinal neuron activity can lead to a variety of motor behaviors.,
CL_4023108,oxytocin-secreting magnocellular cell,A magnocellular neurosecretory cell that is capable of producing and secreting oxytocin.,
CL_4023110,amygdala pyramidal neuron,A pyramidal neuron with soma located in the amygdala.,
CL_4023111,cerebral cortex pyramidal neuron,A pyramidal neuron with soma located in the cerebral cortex.,
CL_4023112,vestibular afferent neuron,An afferent neuron of the vestibular system that innervate the base of the hair cell and increase or decrease their neural firing rate as the receptor cell is excited or inhibited.,
CL_4023113,bouton vestibular afferent neuron,A vestibular afferent neuron that makes bouton synapses to type II hair cells.,
CL_4023114,calyx vestibular afferent neuron,"A vestibular afferent neuron which posseses a unique postsynaptic terminal, the calyx, which completely covers the basolateral walls of type I hair cells and receives input from multiple ribbon synapses.",
CL_4023118,L5/6 non-Martinotti sst GABAergic cortical interneuron (Mmus),A sst GABAergic interneuron does not have Martinotti morphology with a soma found in L5/6 of the cerebral cortex.,
CL_4023119,displaced amacrine cell,"A subpopulation of amacrine cell that migrate further than other amacrine cells, and come to lie basal to the inner plexiform layer (IPL) in the ganglion cell layer. Displaced amacrine cells still have their neurites extending apically into the IPL, and therefore exhibit an inverted polarity with respect to the other amacrine cells.",
CL_4023121,sst chodl GABAergic cortical interneuron,A sst GABAergic cortical interneuron that also expresses Chodl. These neurons are rare and correspond to the only known cortical interneurons with long-range projection.,
CL_4023122,oxytocin receptor sst GABAergic cortical interneuron,An interneuron located in the cerebral cortex that expresses the oxytocin receptor. These interneurons also express somatostatin.,
CL_4023123,hypothalamus kisspeptin neuron,A kisspeptin neuron that is located in the hypothalamus. These neurons project to and activate gonadotrophin-releasing hormone neurons (acting via the kisspeptin receptor) in the hypothalamus and stimulate the secretion of gonadotrophin-releasing hormone.,
CL_4023124,dentate gyrus kisspeptin neuron,A kisspeptin neuron that is located in the dentate gyrus of the hippocampus.,
CL_4023127,arcuate nucleus of hypothalamus KNDy neuron,a KDNy neuron that is located in the arcuate nucleus of the hypothalamus.,
CL_4023128,rostral periventricular region of the third ventricle KDNy neuron,a KDNy neuron that is located in the rostral periventricular region of the third ventricle.,
CL_4023158,octopus cell of the mammalian cochlear nucleus,"A neuron in the posterior ventral cochlear nucleus that is distinguished by their long, thick and tentacle-shaped dendrites that typically emanate from one side of the cell body.",
CL_4023163,spherical bushy cell,A bushy cell that receives only few large excitatory endbulb synapses from auditory nerves. Spherical bush cells give excitatory input to the lateral and medial parts of the superior olive.,
CL_4023164,globular bushy cell,"A bushy cell that receives a large number of medium-sized synapses, called modified endbulbs. Globular bushy cells extend to the superior olive on both sides of the brainstem where they give input to the bipolar neurons.",
CL_4023171,trigeminal motor neuron,A trigeminal neuron that is responsible for motor functions such as biting and chewing.,
CL_4023181,hypendymal cell,A neurecto-epithelial cell that is part of the basal layer of the subcommissural organ and specializes in the secretion of proteins into the subarachnoid space. Hypendymal cells have similar characteristics to ependymal cells and express SCO-spondin.,
CL_4028001,pulmonary capillary endothelial cell,Any capillary endothelial cell that is part of a lung.,
CL_4028002,alveolar capillary type 1 endothelial cell,An alveolar capillary endothelial cell that is located distally to alveolar capillary type 2 endothelial cells.,
CL_4028003,alveolar capillary type 2 endothelial cell,An alveolar capillary endothelial cell that is located proximally to alveolar capillary type 1 endothelial cells and in close apposition to alveolar type 1 epithelial cells (also known as type I pneumocytes).,
CL_4028004,alveolar type 1 fibroblast cell,A pulmonary interstitial fibroblast that is part of the alveolus and contains lipid droplets.,
CL_4028006,alveolar type 2 fibroblast cell,A pulmonary interstitial fibroblast that is part of the alveolus and localizes to vascular adventitia.,
CL_4029001,gamete-nursing cell,"A cell that supports the development of a gamete by providing it cytoplasmic material (including entire organelles) by direct cross-membrane channels (del Pino, 2021).",BTO:0000953
CL_4029002,germline-derived nurse cell,"A gamete-nursing cell that derives from a germline cell (del Pino, 2021).",
CL_4029003,somatic nurse-like cell,"A gamete-nursing cell that derives from the somatic tissues of the gonad (del Pino, 2021).",
CL_4030002,"effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated",An alpha-beta memory T cell with the phenotype CD45RA-positive.,
CL_4030003,interstitial cell of thymus,A cell that makes up the loose connective tissue of the thymus.,
CL_4030005,kidney collecting duct beta-intercalated cell,A renal beta-intercalated cell that is part of the cortical collecting duct. The medullary collecting duct does not contain the renal beta-intercalated cell type.,
CL_4030006,fallopian tube secretory epithelial cell,An epithelial cell that is part of the fallopian tube epithelium that secretes mucous fluid and oviduct-specific products through the stimulation of estrogen and luteinizing hormone. The fallopian tube secretory cell has approximately the same height as the ciliated cell and is usually a more narrow columnar cell. The nucleus is ovoid and perpendicular to the long axis of the cell. The chromatin is more dense and the nucleolus smaller than that seen in the ciliated cell.,
CL_4030007,fallopian tube ciliated cell,"An epithelial ciliated cell that is part of the fallopian tube. This cell type is found mainly on the apex of the mucosal folds and contributes, together with peristaltic contractions, to the self-propulsion of spermatozoa, the transport of ovum during ovulation and the transport of the fertilized ovum to the intramural fallopian tube. A fallopian tube ciliated cell has a columnar shape and contains an oval or round nucleus, often located perpendicular or parallel to the long axis of the cell.",
CL_4030009,epithelial cell of proximal tubule segment 1,Epithelial cell that is part of segment 1 (S1) of the proximal tubule epithelium.,
CL_4030010,epithelial cell of proximal tubule segment 2,Epithelial cell that is part of segment 2 (S2) of the proximal tubule epithelium.,
CL_4030011,epithelial cell of proximal tubule segment 3,Epithelial cell that is part of segment 3 (S3) of the proximal tubule epithelium.,
CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,"Epithelial cell of the descending thin limb of the short loop (cortical) nephron limited to the outer medulla (mainly inner strip). It is known in some mammalian species that the short descending limb of the loop of Henle selectively expresses the serine protease Corin, the homeobox TF Uncx, and the urea channel Slc14a2.",
CL_4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,"Epithelial cell of the descending thin limb of the long loop (juxtamedullary) nephron that spans the outer medulla (inner stripe). It is known in some mammalian species that the long descending limb of the loop of Henle in the outer medulla selectively expresses the secreted activin-antagonist protein follistatin (Fst), the GPI-linked adhesion protein Cdh13, and the protein kinase Stk32a.",
CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,"Epithelial cell of the descending thin limb of the long loop (juxtamedullary) nephron that spans the inner medulla. It is known in some mammalian species that the long descending limb of the loop of Henle in the inner medulla selectively expresses the nuclear receptor Nr2e3, the Ig kappa chain Igkc, and the secreted protein dermokine (Dmkn). SLC14A2, which expresses a urea transporter, is also expressed in the inner medulla.",
CL_4030015,kidney collecting duct alpha-intercalated cell,A renal alpha-intercalated cell that is part of the collecting duct of the renal tubule.,
CL_4030016,epithelial cell of early distal convoluted tubule,An epithelial cell located in the early distal convoluted tubule.,
CL_4030017,epithelial cell of late distal convoluted tubule,An epithelial cell located in the late distal convoluted tubule.,
CL_4030018,kidney connecting tubule principal cell,A renal principal cell located in the connecting tubule.,
CL_4030019,kidney connecting tubule intercalated cell,A renal intercalated cell that is part of the renal connecting tubule.,
CL_4030020,kidney connecting tubule alpha-intercalated cell,A renal alpha-intercalated cell that is part of the renal connecting tubule.,
CL_4030021,kidney connecting tubule beta-intercalated cell,A renal beta-intercalated cell that is part of the renal connecting tubule.,
CL_4030022,renal medullary fibroblast,A fibroblast that is located in the renal medulla interstitium.,
CL_4030023,respiratory hillock cell,"A hillock cell that is located in respiratory epithelium. In some mammalian species, this cell type has been noted to express KRT13 and KRT4 and is postulated to play a role in squamous barrier function and immunomodulation.",
CL_4030025,renal cortical fibroblast,A fibroblast that is located in the renal cortical interstitium.,
CL_4032000,club-like cell of the urethral epithelium,An epithelial cell of the urethra that has an expression profile similar to lung club cells. Club-like cells of the urethra epithelium are similar to lung club cells in their expression of SCGB1A1 and in their enrichment of immunomodulatory programs.,
CL_4032001,reelin GABAergic cortical interneuron,A GABAergic interneuron located in the cerebral cortex that expresses reelin (rln).,
